"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"Np Likeness Score";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL392916";"";"";"Small molecule";"";"510.72";"9";"30";"7.00";"24.94";"4";"0";"2";"12";"N";"0.24";"3";"MOL";"-1";"38";"-0.44";"C34H42N2O2";"CCC(=C(c1ccc(OCCN2CCCC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1";"XQQWCGJGUHJSLR-UHFFFAOYSA-N";"InChI=1S/C34H42N2O2/c1-2-33(28-10-4-3-5-11-28)34(29-12-16-31(17-13-29)37-26-24-35-20-6-7-21-35)30-14-18-32(19-15-30)38-27-25-36-22-8-9-23-36/h3-5,10-19H,2,6-9,20-27H2,1H3";"False";"-1";"['15', '2, RID-B', '9']";"['1-(2-(4-(2-phenyl-1-(4-(2-(pyrrolidin-1-yl)ethoxy)phenyl)but-1-enyl)phenoxy)ethyl)pyrrolidine', 'Ridaifen-B', 'Ridaifen-B']"
"CHEMBL4874341";"";"";"Unknown";"";"329.13";"23";"28";"0.91";"97.19";"6";"3";"0";"1";"N";"0.72";"2";"MOL";"-1";"19";"0.26";"C11H10BrFN4O2";"Nc1ncc(Br)c2c1ncn2[C@@H]1C(F)=C[C@@H](O)[C@H]1O";"ZNSOHSBEXPSDBY-BDODKLCJSA-N";"InChI=1S/C11H10BrFN4O2/c12-4-2-15-11(14)7-8(4)17(3-16-7)9-5(13)1-6(18)10(9)19/h1-3,6,9-10,18-19H,(H2,14,15)/t6-,9-,10-/m1/s1";"False";"-1";"['4']";"['(1S,2R,5S)-5-(4-amino-7-bromo-1H-imidazo[4,5-c]pyridin-1-yl)-4-fluorocyclopent-3-ene-1,2-diol']"
"CHEMBL4644544";"";"";"Unknown";"";"428.62";"7";"17";"6.39";"32.34";"2";"1";"1";"5";"N";"0.60";"2";"MOL";"-1";"32";"-1.03";"C29H36N2O";"O=C(Nc1ccc(C23CC4CC(CC(C4)C2)C3)cc1)c1ccc(CN2CCCCC2)cc1";"PXTNFCFIQPMKAS-UHFFFAOYSA-N";"InChI=1S/C29H36N2O/c32-28(25-6-4-21(5-7-25)20-31-12-2-1-3-13-31)30-27-10-8-26(9-11-27)29-17-22-14-23(18-29)16-24(15-22)19-29/h4-11,22-24H,1-3,12-20H2,(H,30,32)";"False";"-1";"['32']";"['N-(4-((1R,3R,5S)-Adamantan-1-yl)phenyl)-4-(piperidin-1-ylmethyl)benzamide']"
"CHEMBL4640955";"";"";"Unknown";"";"406.61";"6";"15";"6.52";"32.34";"2";"1";"1";"4";"N";"0.63";"2";"MOL";"-1";"30";"-1.28";"C27H38N2O";"CC(C)(C)c1ccc(NC(=O)c2ccc(CN3CCCCC3)cc2)c(C(C)(C)C)c1";"WIIXOGOVCBLROX-UHFFFAOYSA-N";"InChI=1S/C27H38N2O/c1-26(2,3)22-14-15-24(23(18-22)27(4,5)6)28-25(30)21-12-10-20(11-13-21)19-29-16-8-7-9-17-29/h10-15,18H,7-9,16-17,19H2,1-6H3,(H,28,30)";"False";"-1";"['23']";"['N-(2,4-Di-tert-butylphenyl)-4-(piperidin-1-ylmethyl)benzamide']"
"CHEMBL4640931";"";"";"Unknown";"";"390.57";"7";"16";"5.73";"23.55";"2";"0";"1";"3";"N";"0.67";"2";"MOL";"-1";"29";"-1.35";"C26H34N2O";"CC(c1ccc(C(=O)N2CCc3cc(C(C)(C)C)ccc32)cc1)N1CCCCC1";"QFHVYJYZXKGMDF-UHFFFAOYSA-N";"InChI=1S/C26H34N2O/c1-19(27-15-6-5-7-16-27)20-8-10-21(11-9-20)25(29)28-17-14-22-18-23(26(2,3)4)12-13-24(22)28/h8-13,18-19H,5-7,14-17H2,1-4H3";"False";"-1";"['49']";"['(5-(tert-Butyl)indolin-1-yl)(4-(1-(piperidin-1-yl)ethyl)phenyl)methanone']"
"CHEMBL5612768";"";"";"";"";"412.94";"4";"5";"5.45";"50.36";"4";"2";"1";"5";"N";"0.59";"3";"MOL";"-1";"28";"-0.94";"C22H21ClN2O2S";"O=C(Nc1ccc(Cl)cc1)c1ccc(-c2ccc(OC3CCNCC3)cc2)s1";"HNSRRXAPUZIXNO-UHFFFAOYSA-N";"InChI=1S/C22H21ClN2O2S/c23-16-3-5-17(6-4-16)25-22(26)21-10-9-20(28-21)15-1-7-18(8-2-15)27-19-11-13-24-14-12-19/h1-10,19,24H,11-14H2,(H,25,26)";"False";"-1";"['58']";"['N-(4-chlorophenyl)-5-(4-(piperidin-4-yloxy)phenyl)thiophene-2-carboxamide']"
"CHEMBL5618812";"";"";"";"";"607.58";"8";"8";"3.08";"184.97";"13";"4";"2";"12";"N";"0.17";"3";"MOL";"-1";"42";"-0.07";"C26H35FN7O7P";"CNc1nc(N)ncc1-c1cn([C@@H]2O[C@H](CO[P@@](=O)(N[C@@H](C)C(=O)OC(C)C)Oc3ccccc3)[C@@H](O)[C@@]2(C)F)cn1";"OGPXMJXSPIUZTH-KHWPTYTDSA-N";"InChI=1S/C26H35FN7O7P/c1-15(2)39-23(36)16(3)33-42(37,41-17-9-7-6-8-10-17)38-13-20-21(35)26(4,27)24(40-20)34-12-19(31-14-34)18-11-30-25(28)32-22(18)29-5/h6-12,14-16,20-21,24,35H,13H2,1-5H3,(H,33,37)(H3,28,29,30,32)/t16-,20+,21+,24+,26+,42-/m0/s1";"False";"-1";"['12']";"['Propan-2-yl-(2S)-2-(((S)-(((2R,3R,4R,5R)-5-(4-(2-amino-4-(methylamino)pyrimidin-5-yl)-1H-imidazol-1-yl)-4-fluoro-3-hydroxy-4-methyloxolan-2-yl)methyl)(phenyl)phosphono)amino)propanoate']"
"CHEMBL5172194";"";"";"";"";"440.59";"6";"8";"4.76";"49.30";"4";"2";"0";"8";"N";"0.39";"4";"MOL";"-1";"33";"-0.94";"C28H32N4O";"O=C(CNCCC1CCN(Cc2ccccc2)CC1)Nn1c2ccccc2c2ccccc21";"PPRNCCNQDXANAH-UHFFFAOYSA-N";"InChI=1S/C28H32N4O/c33-28(30-32-26-12-6-4-10-24(26)25-11-5-7-13-27(25)32)20-29-17-14-22-15-18-31(19-16-22)21-23-8-2-1-3-9-23/h1-13,22,29H,14-21H2,(H,30,33)";"False";"-1";"['SC816', '1; SC816', '8']";"['2-((2-(1-benzylpiperidin-4-yl)ethyl)amino)-N-(9H-carbazol-9-yl)acetamide', '2-((2-(1-benzylpiperidin-4-yl)ethyl)amino)-N-(9H-carbazol-9-yl)acetamide', '2-(2-(1-benzylpiperidin-4-yl)ethylamino)-N-(9H-carbazol-9-yl)acetamide']"
"CHEMBL5433897";"";"";"";"";"457.62";"7";"31";"3.65";"50.85";"5";"2";"0";"11";"N";"0.34";"3";"MOL";"-1";"34";"-1.09";"C28H35N5O";"O=C(CCNCCN1CCN(Cc2ccccc2)CC1)NN(c1ccccc1)c1ccccc1";"UITZTMSTIIFBGM-UHFFFAOYSA-N";"InChI=1S/C28H35N5O/c34-28(30-33(26-12-6-2-7-13-26)27-14-8-3-9-15-27)16-17-29-18-19-31-20-22-32(23-21-31)24-25-10-4-1-5-11-25/h1-15,29H,16-24H2,(H,30,34)";"False";"-1";"['13']";"["3-((2-(4-benzylpiperazin-1-yl)ethyl)amino)-N',N'-diphenylpropanehydrazide"]"
"CHEMBL5426718";"";"";"";"";"439.60";"5";"6";"4.76";"44.37";"3";"2";"0";"8";"N";"0.50";"3";"MOL";"-1";"33";"-0.88";"C29H33N3O";"O=C(CNCCC1CCN(Cc2ccccc2)CC1)NC1c2ccccc2-c2ccccc21";"ZNURXQCNVMSTNS-UHFFFAOYSA-N";"InChI=1S/C29H33N3O/c33-28(31-29-26-12-6-4-10-24(26)25-11-5-7-13-27(25)29)20-30-17-14-22-15-18-32(19-16-22)21-23-8-2-1-3-9-23/h1-13,22,29-30H,14-21H2,(H,31,33)";"False";"-1";"['9']";"['2-((2-(1-benzylpiperidin-4-yl)ethyl)amino)-N-(9H-fluoren-9-yl)acetamide']"
"CHEMBL4757636";"";"";"Unknown";"";"538.74";"3";"8";"6.31";"48.05";"4";"1";"2";"9";"N";"0.32";"3";"MOL";"-1";"40";"-1.07";"C34H42N4O2";"CC/C(=C(/c1ccc(NC(=O)N2CCN(C)CC2)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1";"VGJJWQBNJOMFQE-ULIFNZDWSA-N";"InChI=1S/C34H42N4O2/c1-3-32(27-9-5-4-6-10-27)33(29-13-17-31(18-14-29)40-26-25-37-19-7-8-20-37)28-11-15-30(16-12-28)35-34(39)38-23-21-36(2)22-24-38/h4-6,9-18H,3,7-8,19-26H2,1-2H3,(H,35,39)/b33-32+";"False";"-1";"['31']";"['(E)-4-methyl-N-(4-(2-phenyl-1-(4-(2-(pyrrolidin-1-yl)ethoxy)phenyl)but-1-enyl)phenyl)piperazine-1-carboxamide']"
"CHEMBL5169358";"";"";"";"";"486.59";"2";"2";"5.50";"75.71";"4";"1";"1";"8";"N";"0.36";"4";"MOL";"-1";"35";"-1.55";"C28H26N2O4S";"COc1ccc(S(=O)(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)c2ccc(C)cc2)cc1";"QOWYRAFWHFHPNL-UHFFFAOYSA-N";"InChI=1S/C28H26N2O4S/c1-21-12-14-23(15-13-21)30(35(32,33)25-18-16-24(34-2)17-19-25)20-28(31)29-27-11-7-6-10-26(27)22-8-4-3-5-9-22/h3-19H,20H2,1-2H3,(H,29,31)";"False";"-1";"['MBX2254']";"["N-([1,1'-biphenyl]-2-yl)-2-((4-methoxy-N-(p-tolyl)phenyl)sulfonamido)acetamide"]"
"CHEMBL5613813";"";"";"";"";"406.55";"4";"5";"4.52";"50.36";"4";"2";"0";"7";"N";"0.61";"3";"MOL";"-1";"29";"-0.44";"C24H26N2O2S";"O=C(NCCc1ccccc1)c1ccc(-c2ccccc2OC2CCNCC2)s1";"OPJRRCOGDNPXOS-UHFFFAOYSA-N";"InChI=1S/C24H26N2O2S/c27-24(26-17-12-18-6-2-1-3-7-18)23-11-10-22(29-23)20-8-4-5-9-21(20)28-19-13-15-25-16-14-19/h1-11,19,25H,12-17H2,(H,26,27)";"False";"-1";"['49']";"['N-phenethyl-5-(2-(piperidin-4-yloxy)phenyl)thiophene-2-carboxamide']"
"CHEMBL5614079";"";"";"";"";"504.70";"4";"5";"4.97";"66.49";"6";"2";"1";"9";"N";"0.43";"3";"MOL";"-1";"36";"-1.17";"C29H36N4O2S";"O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cnc(-c2ccc(OC3CCNCC3)cc2)s1";"VNTPMTPOUNZIFR-UHFFFAOYSA-N";"InChI=1S/C29H36N4O2S/c34-28(31-17-10-22-13-18-33(19-14-22)21-23-4-2-1-3-5-23)27-20-32-29(36-27)24-6-8-25(9-7-24)35-26-11-15-30-16-12-26/h1-9,20,22,26,30H,10-19,21H2,(H,31,34)";"False";"-1";"['79']";"['N-(2-(1-benzylpiperidin-4-yl)ethyl)-2-(4-(piperidin-4-yloxy)phenyl)thiazole-5-carboxamide']"
"CHEMBL5612941";"";"";"";"";"378.50";"7";"42";"4.80";"50.36";"4";"2";"0";"5";"N";"0.67";"3";"MOL";"-1";"27";"-0.77";"C22H22N2O2S";"O=C(Nc1ccccc1)c1ccc(-c2ccc(OC3CCNCC3)cc2)s1";"MSDIIDNLPGLLLA-UHFFFAOYSA-N";"InChI=1S/C22H22N2O2S/c25-22(24-17-4-2-1-3-5-17)21-11-10-20(27-21)16-6-8-18(9-7-16)26-19-12-14-23-15-13-19/h1-11,19,23H,12-15H2,(H,24,25)";"False";"-1";"['57']";"['N-phenyl-5-(4-(piperidin-4-yloxy)phenyl)thiophene-2-carboxamide']"
"CHEMBL5612505";"";"";"";"";"412.94";"4";"5";"5.45";"50.36";"4";"2";"1";"5";"N";"0.59";"3";"MOL";"-1";"28";"-1.06";"C22H21ClN2O2S";"O=C(Nc1cccc(Cl)c1)c1ccc(-c2ccc(OC3CCNCC3)cc2)s1";"CBIBILPHJQGOSL-UHFFFAOYSA-N";"InChI=1S/C22H21ClN2O2S/c23-16-2-1-3-17(14-16)25-22(26)21-9-8-20(28-21)15-4-6-18(7-5-15)27-19-10-12-24-13-11-19/h1-9,14,19,24H,10-13H2,(H,25,26)";"False";"-1";"['59']";"['N-(3-chlorophenyl)-5-(4-(piperidin-4-yloxy)phenyl)thiophene-2-carboxamide']"
"CHEMBL5612002";"";"";"";"";"407.54";"4";"5";"3.91";"63.25";"5";"2";"0";"7";"N";"0.62";"3";"MOL";"-1";"29";"-0.82";"C23H25N3O2S";"O=C(NCCc1ccccc1)c1cnc(-c2ccccc2OC2CCNCC2)s1";"VAOZMBHNFDJLIJ-UHFFFAOYSA-N";"InChI=1S/C23H25N3O2S/c27-22(25-15-10-17-6-2-1-3-7-17)21-16-26-23(29-21)19-8-4-5-9-20(19)28-18-11-13-24-14-12-18/h1-9,16,18,24H,10-15H2,(H,25,27)";"False";"-1";"['97']";"['N-phenethyl-2-(2-(piperidin-4-yloxy)phenyl)thiazole-5-carboxamide']"
"CHEMBL5612845";"";"";"";"";"378.50";"5";"10";"4.80";"50.36";"4";"2";"0";"5";"N";"0.67";"3";"MOL";"-1";"27";"-0.87";"C22H22N2O2S";"O=C(Nc1ccccc1)c1ccc(-c2cccc(OC3CCNCC3)c2)s1";"XASPAHSUQWBOAW-UHFFFAOYSA-N";"InChI=1S/C22H22N2O2S/c25-22(24-17-6-2-1-3-7-17)21-10-9-20(27-21)16-5-4-8-19(15-16)26-18-11-13-23-14-12-18/h1-10,15,18,23H,11-14H2,(H,24,25)";"False";"-1";"['53']";"['N-phenyl-5-(3-(piperidin-4-yloxy)phenyl)thiophene-2-carboxamide']"
"CHEMBL4532671";"";"";"Unknown";"";"491.58";"4";"17";"6.22";"59.00";"6";"1";"1";"9";"N";"0.28";"4";"MOL";"-1";"35";"-0.81";"C28H26FNO4S";"Cc1ccccc1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CC(CF)C2)cc1";"SYXNLFSRGJWUCI-UHFFFAOYSA-N";"InChI=1S/C28H26FNO4S/c1-18-4-2-3-5-23(18)26(32)28-27(24-11-6-20(31)14-25(24)35-28)34-22-9-7-21(8-10-22)33-13-12-30-16-19(15-29)17-30/h2-11,14,19,31H,12-13,15-17H2,1H3";"False";"-1";"['19', '30d']";"['(3-(4-(2-(3-(fluoromethyl)azetidin-1-yl)ethoxy)phenoxy)-6-hydroxybenzo[b]thiophen-2-yl)(o-tolyl)methanone', '(3-(4-(2-(3-(Fluoromethyl)azetidin-1-yl)ethoxy)phenoxy)-6-hydroxybenzo[b]thiophen-2-yl)(o-tolyl)methanone']"
"CHEMBL1616834";"";"";"Small molecule";"";"338.46";"4";"4";"1.97";"38.82";"4";"1";"0";"6";"N";"0.82";"2";"MOL";"-1";"25";"-1.38";"C20H26N4O";"CN1CCN(CC(=O)NN(Cc2ccccc2)c2ccccc2)CC1";"QNTQDUREXIEJQC-UHFFFAOYSA-N";"InChI=1S/C20H26N4O/c1-22-12-14-23(15-13-22)17-20(25)21-24(19-10-6-3-7-11-19)16-18-8-4-2-5-9-18/h2-11H,12-17H2,1H3,(H,21,25)";"False";"-1";"['33']";"["N'-benzyl-2-(4-methylpiperazin-1-yl)-N'-phenylacetohydrazide"]"
"CHEMBL5428579";"";"";"";"";"443.60";"5";"6";"3.26";"50.85";"5";"2";"0";"10";"N";"0.37";"3";"MOL";"-1";"33";"-1.13";"C27H33N5O";"O=C(CNCCN1CCN(Cc2ccccc2)CC1)NN(c1ccccc1)c1ccccc1";"MYGYVDBDXHKQIG-UHFFFAOYSA-N";"InChI=1S/C27H33N5O/c33-27(29-32(25-12-6-2-7-13-25)26-14-8-3-9-15-26)22-28-16-17-30-18-20-31(21-19-30)23-24-10-4-1-5-11-24/h1-15,28H,16-23H2,(H,29,33)";"False";"-1";"['12']";"["2-((2-(4-benzylpiperazin-1-yl)ethyl)amino)-N',N'-diphenylacetohydrazide"]"
"CHEMBL4277048";"";"";"Small molecule";"";"308.47";"9";"16";"2.38";"32.78";"4";"0";"0";"4";"N";"0.75";"0";"MOL";"-1";"22";"0.56";"C18H32N2O2";"CN1CCN(CCC(=O)O[C@@H]2C[C@@H]3CC[C@@]2(C)C3(C)C)CC1";"JNCXXOIOLIJJGR-HDMKZQKVSA-N";"InChI=1S/C18H32N2O2/c1-17(2)14-5-7-18(17,3)15(13-14)22-16(21)6-8-20-11-9-19(4)10-12-20/h14-15H,5-13H2,1-4H3/t14-,15+,18+/m0/s1";"False";"-1";"['18', '10', '6b']";"['(1S,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl 3-(4-methylpiperazin-1-yl)propanoate', '(1S,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl 3-(4-methylpiperazin-1-yl)propanoate', '(1S,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl 3-(4-methylpiperazin-1-yl)propanoate']"
"CHEMBL5612904";"";"";"";"";"362.43";"4";"5";"4.33";"63.50";"4";"2";"0";"5";"N";"0.71";"3";"MOL";"-1";"27";"-0.81";"C22H22N2O3";"O=C(Nc1ccccc1)c1ccc(-c2ccc(OC3CCNCC3)cc2)o1";"BBLCQDLDKADCFF-UHFFFAOYSA-N";"InChI=1S/C22H22N2O3/c25-22(24-17-4-2-1-3-5-17)21-11-10-20(27-21)16-6-8-18(9-7-16)26-19-12-14-23-15-13-19/h1-11,19,23H,12-15H2,(H,24,25)";"False";"-1";"['82']";"['N-phenyl-5-(4-(piperidin-4-yloxy)phenyl)furan-2-carboxamide']"
"CHEMBL5613994";"";"";"";"";"412.94";"4";"5";"5.45";"50.36";"4";"2";"1";"5";"N";"0.59";"3";"MOL";"-1";"28";"-0.96";"C22H21ClN2O2S";"O=C(Nc1cccc(Cl)c1)c1ccc(-c2ccccc2OC2CCNCC2)s1";"UEHWUBJBSPVPEF-UHFFFAOYSA-N";"InChI=1S/C22H21ClN2O2S/c23-15-4-3-5-16(14-15)25-22(26)21-9-8-20(28-21)18-6-1-2-7-19(18)27-17-10-12-24-13-11-17/h1-9,14,17,24H,10-13H2,(H,25,26)";"False";"-1";"['48']";"['N-(3-chlorophenyl)-5-(2-(piperidin-4-yloxy)phenyl)thiophene-2-carboxamide']"
"CHEMBL5612511";"";"";"";"";"406.55";"4";"5";"4.52";"50.36";"4";"2";"0";"7";"N";"0.61";"3";"MOL";"-1";"29";"-0.65";"C24H26N2O2S";"O=C(NCCc1ccccc1)c1ccc(-c2cccc(OC3CCNCC3)c2)s1";"FBHFQDMDCSTFHV-UHFFFAOYSA-N";"InChI=1S/C24H26N2O2S/c27-24(26-16-11-18-5-2-1-3-6-18)23-10-9-22(29-23)19-7-4-8-21(17-19)28-20-12-14-25-15-13-20/h1-10,17,20,25H,11-16H2,(H,26,27)";"False";"-1";"['56']";"['N-phenethyl-5-(3-(piperidin-4-yloxy)phenyl)thiophene-2-carboxamide']"
"CHEMBL5619345";"";"";"";"";"338.34";"9";"13";"-0.06";"131.34";"9";"4";"0";"4";"N";"0.61";"2";"MOL";"-1";"24";"0.25";"C14H19FN6O3";"CNc1nc(N)ncc1-c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@]2(C)F)cn1";"BZIPZBYSFLONQZ-BGOOENEXSA-N";"InChI=1S/C14H19FN6O3/c1-14(15)10(23)9(5-22)24-12(14)21-4-8(19-6-21)7-3-18-13(16)20-11(7)17-2/h3-4,6,9-10,12,22-23H,5H2,1-2H3,(H3,16,17,18,20)/t9-,10-,12-,14-/m1/s1";"False";"-1";"['11']";"['(2R,3R,4R,5R)-5-(4-(2-amino-4-(methylamino)pyrimidin-5-yl)-1H-imidazol-1-yl)-4-fluoro-2-(hydroxymethyl)-4-methyloxolan-3-ol']"
"CHEMBL4746824";"";"";"Unknown";"";"538.51";"3";"4";"8.00";"30.93";"5";"0";"2";"8";"N";"0.23";"4";"MOL";"-1";"34";"-0.94";"C28H28BrNO3S";"COc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)sc2c1";"KCGGNRIOHLALLJ-UHFFFAOYSA-N";"InChI=1S/C28H28BrNO3S/c1-31-24-13-14-25-26(19-24)34-28(20-5-7-21(29)8-6-20)27(25)33-23-11-9-22(10-12-23)32-18-17-30-15-3-2-4-16-30/h5-14,19H,2-4,15-18H2,1H3";"False";"-1";"['18']";"['1-(2-(4-(2-(4-bromophenyl)-6-methoxybenzo[b]thiophen-3-yloxy)phenoxy)ethyl)piperidine']"
"CHEMBL5193528";"";"";"";"";"503.63";"2";"2";"5.04";"81.51";"8";"1";"2";"11";"N";"0.29";"4";"MOL";"-1";"36";"-2.38";"C27H29N5O3S";"CCOc1ccc(NC(=O)CSc2nnc(COc3cccc(N(C)C)c3)n2-c2ccccc2)cc1";"WNPIKLCLJQAUEJ-UHFFFAOYSA-N";"InChI=1S/C27H29N5O3S/c1-4-34-23-15-13-20(14-16-23)28-26(33)19-36-27-30-29-25(32(27)21-9-6-5-7-10-21)18-35-24-12-8-11-22(17-24)31(2)3/h5-17H,4,18-19H2,1-3H3,(H,28,33)";"False";"-1";"['MBX2270']";"['2-((5-((3-(dimethylamino)phenoxy)methyl)-4-phenyl-4H-1,2,4-triazol-3-yl)thio)-N-(4-ethoxyphenyl)acetamide']"
"CHEMBL5424177";"";"";"";"";"442.61";"5";"6";"4.75";"47.61";"4";"2";"0";"10";"N";"0.35";"3";"MOL";"-1";"33";"-0.95";"C28H34N4O";"O=C(CNCCC1CCN(Cc2ccccc2)CC1)NN(c1ccccc1)c1ccccc1";"ARYIHVDLZUTPHU-UHFFFAOYSA-N";"InChI=1S/C28H34N4O/c33-28(30-32(26-12-6-2-7-13-26)27-14-8-3-9-15-27)22-29-19-16-24-17-20-31(21-18-24)23-25-10-4-1-5-11-25/h1-15,24,29H,16-23H2,(H,30,33)";"False";"-1";"['10']";"["2-((2-(1-benzylpiperidin-4-yl)ethyl)amino)-N',N'-diphenylacetohydrazide"]"
"CHEMBL4759028";"";"";"Unknown";"";"329.91";"6";"11";"3.62";"29.54";"3";"0";"0";"4";"N";"0.74";"0";"MOL";"-1";"21";"0.71";"C18H32ClNO2";"CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)CCN1CCCCC1)C2.Cl";"XPTSIMRWHCGMRT-POFIYQJBSA-N";"InChI=1S/C18H31NO2.ClH/c1-17(2)14-7-9-18(17,3)15(13-14)21-16(20)8-12-19-10-5-4-6-11-19;/h14-15H,4-13H2,1-3H3;1H/t14-,15+,18+;/m0./s1";"False";"-1";"['3b.HCl']";"['1-(3-Oxo-3-((1S,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yloxy)propyl)piperidinium chloride']"
"CHEMBL4754864";"";"";"Unknown";"";"405.54";"3";"4";"4.76";"52.93";"4";"2";"0";"9";"N";"0.54";"3";"MOL";"-1";"30";"-0.43";"C26H31NO3";"CCC(c1ccccc1)C(O)(c1ccc(OCCN(C)C)cc1)c1cccc(O)c1";"BUKANFTWZXJIGD-UHFFFAOYSA-N";"InChI=1S/C26H31NO3/c1-4-25(20-9-6-5-7-10-20)26(29,22-11-8-12-23(28)19-22)21-13-15-24(16-14-21)30-18-17-27(2)3/h5-16,19,25,28-29H,4,17-18H2,1-3H3";"False";"-1";"['7']";"['3-(1-(4-(2-(dimethylamino)ethoxy)phenyl)-1-hydroxy-2-phenylbutyl)phenol']"
"CHEMBL5611967";"";"";"";"";"412.94";"4";"5";"5.45";"50.36";"4";"2";"1";"5";"N";"0.59";"3";"MOL";"-1";"28";"-1.14";"C22H21ClN2O2S";"O=C(Nc1cccc(Cl)c1)c1ccc(-c2cccc(OC3CCNCC3)c2)s1";"ADGQEJABTJNTPK-UHFFFAOYSA-N";"InChI=1S/C22H21ClN2O2S/c23-16-4-2-5-17(14-16)25-22(26)21-8-7-20(28-21)15-3-1-6-19(13-15)27-18-9-11-24-12-10-18/h1-8,13-14,18,24H,9-12H2,(H,25,26)";"False";"-1";"['55']";"['N-(3-chlorophenyl)-5-(3-(piperidin-4-yloxy)phenyl)thiophene-2-carboxamide']"
"CHEMBL5614222";"";"";"";"";"463.60";"4";"5";"4.63";"62.83";"6";"2";"0";"6";"N";"0.56";"3";"MOL";"-1";"33";"-1.08";"C26H29N3O3S";"O=C(Nc1ccc(N2CCOCC2)cc1)c1ccc(-c2ccccc2OC2CCNCC2)s1";"MEHTVWBEGNIPDM-UHFFFAOYSA-N";"InChI=1S/C26H29N3O3S/c30-26(28-19-5-7-20(8-6-19)29-15-17-31-18-16-29)25-10-9-24(33-25)22-3-1-2-4-23(22)32-21-11-13-27-14-12-21/h1-10,21,27H,11-18H2,(H,28,30)";"False";"-1";"['50']";"['N-(4-morpholinophenyl)-5-(2-(piperidin-4-yloxy)phenyl)thiophene-2-carboxamide']"
"CHEMBL5612925";"";"";"";"";"396.87";"4";"5";"4.98";"63.50";"4";"2";"0";"5";"N";"0.64";"3";"MOL";"-1";"28";"-1.10";"C22H21ClN2O3";"O=C(Nc1cccc(Cl)c1)c1ccc(-c2ccc(OC3CCNCC3)cc2)o1";"SKSJMCHJPHTSBJ-UHFFFAOYSA-N";"InChI=1S/C22H21ClN2O3/c23-16-2-1-3-17(14-16)25-22(26)21-9-8-20(28-21)15-4-6-18(7-5-15)27-19-10-12-24-13-11-19/h1-9,14,19,24H,10-13H2,(H,25,26)";"False";"-1";"['80']";"['N-(3-chlorophenyl)-5-(4-(piperidin-4-yloxy)phenyl)furan-2-carboxamide']"
"CHEMBL5612104";"";"";"";"";"390.48";"4";"5";"4.05";"63.50";"4";"2";"0";"7";"N";"0.64";"3";"MOL";"-1";"29";"-0.50";"C24H26N2O3";"O=C(NCCc1ccccc1)c1ccc(-c2ccccc2OC2CCNCC2)o1";"JBLFUUSKIPGLAD-UHFFFAOYSA-N";"InChI=1S/C24H26N2O3/c27-24(26-17-12-18-6-2-1-3-7-18)23-11-10-22(29-23)20-8-4-5-9-21(20)28-19-13-15-25-16-14-19/h1-11,19,25H,12-17H2,(H,26,27)";"False";"-1";"['102']";"['N-phenethyl-5-(2-(piperidin-4-yloxy)phenyl)furan-2-carboxamide']"
"CHEMBL5611978";"";"";"";"";"412.94";"4";"5";"5.45";"50.36";"4";"2";"1";"5";"N";"0.59";"3";"MOL";"-1";"28";"-0.86";"C22H21ClN2O2S";"O=C(Nc1ccc(Cl)cc1)c1ccc(-c2ccccc2OC2CCNCC2)s1";"DJAKLSHMMLJHTM-UHFFFAOYSA-N";"InChI=1S/C22H21ClN2O2S/c23-15-5-7-16(8-6-15)25-22(26)21-10-9-20(28-21)18-3-1-2-4-19(18)27-17-11-13-24-14-12-17/h1-10,17,24H,11-14H2,(H,25,26)";"False";"-1";"['47']";"['N-(4-chlorophenyl)-5-(2-(piperidin-4-yloxy)phenyl)thiophene-2-carboxamide']"
