PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Text Value,Standard Units,Activity Comment,Data Validity Comment
RESULT_TYPE,,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING,STRING,STRING,STRING
RESULT_DESCR,,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Standardized version of non-numeric measurement,Selected units for 'Standard Type': e.g. concentrations are in nM,Additional comments,Comment reflecting whether the values for this activity measurement are likely to be correct
RESULT_UNIT,,,,,,,,MICROMOLAR,,,,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,
RESULT_IS_ACTIVE_CONCENTRATION_QUALIFIER,,,,,,,,,,TRUE,,,,,
1088,504841664,172472391,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=COC=C5,Active,,,,1.637,IC50,=,1637,,nM,,
1089,504841665,172472392,CC(C)[C@@H](CCN(C)C(=O)C1=NN(C2=C1C=C(C=C2)F)C)NC3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1090,504841666,172472393,COC1=CC=C(C=C1)[C@@H](CC(=O)O)NC(=O)C2=CNC3=C2C=CC=C3NC(=O)NC4CC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1091,504841667,172472394,C1CC[C@@H](N(CC1)C(=O)C2=C3C=CNC3=NC=N2)C(=O)O,Unspecified,,,,124.375,IC50,>,124375,,nM,Falls Outside The Dose Series,Outside typical range
1092,504841668,172472395,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5=CNN=C5,Active,,,,2.569,IC50,=,2569,,nM,,
1093,504841669,97013289,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC(=O)C3=CC(=NC=C3)N4C=CN=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1094,504841670,172472396,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C(=CN4)Br,Unspecified,,,,10.072,IC50,=,10072,,nM,,
1095,504841670,172472396,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C(=CN4)Br,Unspecified,,,,11.792,IC50,=,11792,,nM,,
1096,504841671,172472397,COC1=CC=C(C=C1)[C@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Active,,,,1.442,IC50,=,1442,,nM,,
1097,504841672,13041147,CC1=C(NC2=C1C(=NC=N2)NCC3=CC=CO3)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1098,504841673,172472398,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC=C3N4C=CN=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1099,504841674,172472399,C1CCN(CC1)C(=O)C2=C3C=C(C=CN3N=C2)C4CCN(CC4)C(=O)C5=CNC(=O)C=N5,Unspecified,,,,78.355,IC50,=,78355,,nM,,
1100,504841675,171389871,C[C@H]([C@@H]1CCOC1)NC2=NC=NC3=C2C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1101,504841675,171389871,C[C@H]([C@@H]1CCOC1)NC2=NC=NC3=C2C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1102,504841676,172472400,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)OC3=NC=NC4=C3C=CN4,Active,,,,6.049,IC50,=,6049,,nM,,
1103,504841677,172472401,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC(=C3)N,Unspecified,,,,43.824,IC50,=,43824,,nM,,
1104,504841678,172472402,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC(=NC=N3)N4CCCC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1105,504841679,172472403,CS(=O)(=O)NC1CCC(CC1)NC2=CC=C(C=C2)[C@@H](CC(=O)O)NC(=O)C3=CNC4=NC=NC=C34,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1106,504841679,172472403,CS(=O)(=O)NC1CCC(CC1)NC2=CC=C(C=C2)[C@@H](CC(=O)O)NC(=O)C3=CNC4=NC=NC=C34,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1107,504841680,172472404,CC(C)[C@@H]1C[C@@H](CCO1)NC2=NC=NC3=C2C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1108,504841681,172472405,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3CCN4,Unspecified,,,,52.128,IC50,=,52128,,nM,,
1109,504841682,172472406,CC1=NN(C(=C1[C@@H]2CCCN2C3=NC=NC4=C3C=CN4)Cl)CC(C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1110,504841683,172472407,C1CC1NC(=O)NC2=CC=C(C=C2)C(=O)NC3=C(OC4=C3C=CC(=C4)Br)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1111,504841684,172472408,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC(=NC4=C3C=CN4)N(C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1112,504841685,172472409,CC1=C(OC=C1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Unspecified,,,,43.948,IC50,=,43948,,nM,,
1113,504841685,172472409,CC1=C(OC=C1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Unspecified,,,,39.73,IC50,=,39730,,nM,,
1114,504841686,172472410,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC(=CN=C5)C(=O)N(C)C,Active,,,,0.746,IC50,=,746,,nM,,
1115,504841686,172472410,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC(=CN=C5)C(=O)N(C)C,Active,,,,0.819,IC50,=,819,,nM,,
1116,504841687,172472411,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=CC(=C5)CN6CCS(=O)(=O)CC6,Active,,,,3.252,IC50,=,3252,,nM,,
1117,504841687,172472411,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=CC(=C5)CN6CCS(=O)(=O)CC6,Active,,,,3.449,IC50,=,3449,,nM,,
1118,504841687,172472411,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=CC(=C5)CN6CCS(=O)(=O)CC6,Active,,,,3.569,IC50,=,3569,,nM,,
1119,504841688,172472412,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)S(=O)(=O)NC,Active,,,,1.166,IC50,=,1166,,nM,,
1120,504841689,172472413,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NNC4=C3C=CC=N4,Unspecified,,,,43.542,IC50,=,43542,,nM,,
1121,504841690,171389865,CN(C)C1=CN=C(C=C1)C(=O)N[C@@H](CC(=O)O)C2=CC=C(C=C2)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1122,504841690,171389865,CN(C)C1=CN=C(C=C1)C(=O)N[C@@H](CC(=O)O)C2=CC=C(C=C2)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1123,504841691,172472414,C1COC2=C(O1)C=CC(=C2)C(=O)NC3=CC=C(C=C3)C(=O)N[C@H]4[C@H](CC5=CC=CC=C45)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1124,504841692,172472415,CC(C)[C@@H](CC1=CC=C(C=C1)F)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1125,504841693,172472416,C1[C@@H]2CC([C@@H]2CC1CO)NC3=CC=C(C=C3)C(CC(=O)O)NC(=O)C4=C5C=CNC5=NC=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1126,504841694,172472417,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=C(N5)C(=O)C,Active,,,,2.974,IC50,=,2974,,nM,,
1127,504841694,172472417,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=C(N5)C(=O)C,Active,,,,3.241,IC50,=,3241,,nM,,
1128,504841695,172472418,C[C@@H]1C(=O)NC2=C(O1)C=CC(=C2)[C@@H](C(C)C)NC3=NC=NC4=C3C=CN4,Active,,,,2.691,IC50,=,2691,,nM,,
1129,504841695,172472418,C[C@@H]1C(=O)NC2=C(O1)C=CC(=C2)[C@@H](C(C)C)NC3=NC=NC4=C3C=CN4,Active,,,,2.896,IC50,=,2896,,nM,,
1130,504841696,171389861,CC(C)[C@@H]1C(=O)NCCN1C2=NC=NC3=C2C=CN3,Unspecified,,,,35.261,IC50,=,35261,,nM,,
1131,504841697,172472419,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC(=NC=C3)NC,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1132,504841697,172472419,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC(=NC=C3)NC,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1133,504841698,172472420,CC1=C(N(N=C1)C)NC(=O)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Unspecified,,,,27.268,IC50,=,27268,,nM,,
1134,504841698,172472420,CC1=C(N(N=C1)C)NC(=O)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1135,504841699,172472421,CC(C)[C@H](C1=CC2=C(CCNS2(=O)=O)C=C1)NC3=NC=NC4=C3C=CN4,Active,,,,1.273,IC50,=,1273,,nM,,
1136,504841699,172472421,CC(C)[C@H](C1=CC2=C(CCNS2(=O)=O)C=C1)NC3=NC=NC4=C3C=CN4,Active,,,,0.967,IC50,=,967,,nM,,
1137,504841700,172472422,CC(C)[C@H](C1=NC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=CN4,Active,,,,1.115,IC50,=,1115,,nM,,
1138,504841700,172472422,CC(C)[C@H](C1=NC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=CN4,Active,,,,0.784,IC50,=,784,,nM,,
1139,504841701,172472423,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)Br,Active,,,,0.336,IC50,=,336,,nM,,
1140,504841702,172472424,CC(C)CC1=NC2=C(C=C1)C(=C(S2)C(=O)O)NC(=O)C3=CC=C(C=C3)NC(=O)NC4CC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1141,504841703,171389860,CC(C)[C@H](C(=O)N)NC1=NC=NC2=C1C=CN2,Unspecified,,,,30.658,IC50,=,30658,,nM,,
1142,504841704,171389863,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2)F,Active,,,,2.73,IC50,=,2730,,nM,,
1143,504841704,171389863,C1=CC(=CC=C1[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2)F,Active,,,,2.949,IC50,=,2949,,nM,,
1144,504841705,172472425,C1=CC2=C(NC=C2CC(=O)N[C@H](CC(=O)O)C3=CC=C(C=C3)Br)N=C1,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1145,504841705,172472425,C1=CC2=C(NC=C2CC(=O)N[C@H](CC(=O)O)C3=CC=C(C=C3)Br)N=C1,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1146,504841706,172472426,CC(C)[C@@H](C1=CC(=C(C=C1)OC)OC)NC2=NC=NC3=C2C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1147,504841706,172472426,CC(C)[C@@H](C1=CC(=C(C=C1)OC)OC)NC2=NC=NC3=C2C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1148,504841707,172472427,CC(C)(C1=CC(=NN1)C(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1149,504841707,172472427,CC(C)(C1=CC(=NN1)C(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1150,504841708,172472428,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C(=CN4)C#N,Active,,,,4.357,IC50,=,4357,,nM,,
1151,504841708,172472428,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C(=CN4)C#N,Active,,,,3.816,IC50,=,3816,,nM,,
1152,504841709,172472429,C1=CC=C(C=C1)C(=O)NCSC[C@H](C(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1153,504841710,172472430,CCC1=NNN=C1NC(=O)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,4.42,IC50,=,4420,,nM,,
1154,504841710,172472430,CCC1=NNN=C1NC(=O)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,4.281,IC50,=,4281,,nM,,
1155,504841711,172472431,C[C@H]1C(=O)NC2=C(O1)C=CC(=C2)NC3=NC=NC4=C3C=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1156,504841712,172472432,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5=NC(=NN5)OC,Unspecified,,,,47.158,IC50,=,47158,,nM,,
1157,504841713,172472433,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=CC(=NC=N3)N4C=NC=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1158,504841714,172472434,C1CC1NC(=O)NC2=CC=C(C=C2)C(=O)N[C@H](CC(=O)O)C3CCOCC3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1159,504841715,172472435,CCNC(=O)C1=CC2=C(N1)N=CN=C2NC3(CCC3)C4=CC5=C(CCCS5(=O)=O)C=C4,Active,,,,3.053,IC50,=,3053,,nM,,
1160,504841716,172472436,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5CN(C5)C(=O)C,Active,,,,0.793,IC50,=,793,,nM,,
1161,504841716,172472436,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5CN(C5)C(=O)C,Active,,,,2.001,IC50,=,2001,,nM,,
1162,504841717,172472437,C[C@@](CC(=O)O)(C1=CC=C(C=C1)OC)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,19.314,IC50,=,19314,,nM,,
1163,504841717,172472437,C[C@@](CC(=O)O)(C1=CC=C(C=C1)OC)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,18.172,IC50,=,18172,,nM,,
1164,504841718,172472438,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=NN(N=C5)C6CCC6,Active,,,,3.841,IC50,=,3841,,nM,,
1165,504841718,172472438,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=NN(N=C5)C6CCC6,Active,,,,3.916,IC50,=,3916,,nM,,
1166,504841719,75400626,CC1=C(NC2=C1C(=NC=N2)NC(=O)CCC3=CC=CC=C3)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1167,504841720,172472439,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CCOC5,Active,,,,0.421,IC50,=,421,,nM,,
1168,504841720,172472439,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CCOC5,Active,,,,0.563,IC50,=,563,,nM,,
1169,504841721,172472440,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)CC6(CC6)C#N,Active,,,,0.421,IC50,=,421,,nM,,
1170,504841721,172472440,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CN(N=C5)CC6(CC6)C#N,Active,,,,0.446,IC50,=,446,,nM,,
1171,504841722,172472441,CN1C=CC2=C(C=CN=C21)C(=O)N[C@@H](CC(=O)O)C3=CC=C(C=C3)Br,Unspecified,,,,36.636,IC50,=,36636,,nM,,
1172,504841722,172472441,CN1C=CC2=C(C=CN=C21)C(=O)N[C@@H](CC(=O)O)C3=CC=C(C=C3)Br,Unspecified,,,,33.224,IC50,=,33224,,nM,,
1173,504841723,172472442,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC(=NC4=C3C=CN4)C5CC5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1174,504841724,172472443,C1=CC(=CC=C1[C@@H](C(=O)N)NC(=O)C2=C3C=CNC3=NC=N2)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1175,504841725,172472444,CN(C)C(=O)C1=CC(=CC=C1)S(=O)(=O)NC2=CN=C3C(=C2)C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1176,504841726,172472445,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC5=C(C=NN5)OC,Unspecified,,,,72.555,IC50,=,72555,,nM,,
1177,504841727,172472446,COC1=CC=C(C=C1)[C@H](CC(=O)O)NC(=O)C2=CC=C(C=C2)NC(=O)NC3CC3,Unspecified,,,,54.1,IC50,=,54100,,nM,,
1178,504841727,172472446,COC1=CC=C(C=C1)[C@H](CC(=O)O)NC(=O)C2=CC=C(C=C2)NC(=O)NC3CC3,Unspecified,,,,51.166,IC50,=,51166,,nM,,
1179,504841727,172472446,COC1=CC=C(C=C1)[C@H](CC(=O)O)NC(=O)C2=CC=C(C=C2)NC(=O)NC3CC3,Unspecified,,,,38.113,IC50,=,38113,,nM,,
1180,504841728,172472447,CCC[C@@H](C(=O)O)NC1=NC=NC2=C1C=CN2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1181,504841728,172472447,CCC[C@@H](C(=O)O)NC1=NC=NC2=C1C=CN2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1182,504841729,172472448,C1CN[C@@H]1[C@H](C2=CC3=C(C=C2)OCCO3)NC4=NC=NC5=C4C=CN5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1183,504841730,172472449,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3=NC=CC(=C3)Cl)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1184,504841730,172472449,CC1=C(NC2=C1C(=NC=N2)NC(=O)C3=NC=CC(=C3)Cl)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1185,504841731,172472450,CC(C)[C@@H]1C[C@H](CCO1)NC2=NC=NC3=C2C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1186,504841731,172472450,CC(C)[C@@H]1C[C@H](CCO1)NC2=NC=NC3=C2C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1187,504841731,172472450,CC(C)[C@@H]1C[C@H](CCO1)NC2=NC=NC3=C2C=CN3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1188,504841732,172472451,C1=CC2=C(C(=C1)C(=O)N[C@H](CC(=O)O)C3=CC=C(C=C3)Br)NC=C2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1189,504841732,172472451,C1=CC2=C(C(=C1)C(=O)N[C@H](CC(=O)O)C3=CC=C(C=C3)Br)NC=C2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1190,504841733,172472452,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CC=C(C6=NSN=C56)S(=O)(=O)N,Active,,,,0.242,IC50,=,242,,nM,,
1191,504841734,172472453,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC4=C3C=C(N4)C5=CC=CC6=C5NC(=O)C6,Active,,,,0.36,IC50,=,360,,nM,,
1192,504841735,172472454,C1CC2(CC2)CN(C1)C3=NC=NC4=C3C=C(N4)C5=CN=C(N5)CNC(=O)C6=CN=C(C=C6)F,Unspecified,,,,24.841,IC50,=,24841,,nM,,
1193,504841735,172472454,C1CC2(CC2)CN(C1)C3=NC=NC4=C3C=C(N4)C5=CN=C(N5)CNC(=O)C6=CN=C(C=C6)F,Unspecified,,,,20.79,IC50,=,20790,,nM,,
1194,504841736,172472455,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=COC(=C5)CNC,Active,,,,0.281,IC50,=,281,,nM,,
1195,504841736,172472455,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=COC(=C5)CNC,Active,,,,0.383,IC50,=,383,,nM,,
1196,504841737,172472456,C1=CC(=C(N=C1)COC(=O)C2=C3C=CNC3=NC=N2)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1197,504841738,172472457,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCC(C)(C)C#N,Active,,,,2.104,IC50,=,2104,,nM,,
1198,504841738,172472457,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCC(C)(C)C#N,Active,,,,4.225,IC50,=,4225,,nM,,
1199,504841739,172472458,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=C6CN(C(=O)C6=CC=C5)C,Active,,,,2.151,IC50,=,2151,,nM,,
1200,504841739,172472458,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=C6CN(C(=O)C6=CC=C5)C,Active,,,,2.537,IC50,=,2537,,nM,,
1201,504841740,172472459,COCC1=NOC(=C1)CNC2=CC=C(C=C2)[C@@H](CC(=O)O)NC(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,10.641,IC50,=,10641,,nM,,
1202,504841740,172472459,COCC1=NOC(=C1)CNC2=CC=C(C=C2)[C@@H](CC(=O)O)NC(=O)C3=C4C=CNC4=NC=N3,Unspecified,,,,12.377,IC50,=,12377,,nM,,
1203,504841741,172472460,COC1=CC=CC(=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,16.299,IC50,=,16299,,nM,,
1204,504841741,172472460,COC1=CC=CC(=C1)[C@@H](CC(=O)O)NC(=O)C2=C3C=CNC3=NC=N2,Unspecified,,,,21.72,IC50,=,21720,,nM,,
1205,504841742,172472461,CCN1C(=CC=N1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,0.892,IC50,=,892,,nM,,
1206,504841742,172472461,CCN1C(=CC=N1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,1.421,IC50,=,1421,,nM,,
1207,504841742,172472461,CCN1C(=CC=N1)C2=CC3=C(N2)N=CN=C3N[C@@H](C4=CC5=C(C=C4)OCCO5)C(C)C,Active,,,,1.29,IC50,=,1290,,nM,,
1208,504841743,172472462,CC(C)[C@@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=NC=NC(=C3)C4=NC=NN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1209,504841744,172472463,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)OC,Active,,,,5.312,IC50,=,5312,,nM,,
1210,504841744,172472463,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)OC,Active,,,,6.501,IC50,=,6501,,nM,,
1211,504841745,172472464,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C5=CC=CC(=C5)CN6C=CN=C6,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1212,504841746,172472465,CC(C)[C@H](C1=CC2=C(CCCS2(=O)=O)C=C1)NC3=C(C(=NC=N3)Cl)OC,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1213,504841747,172472466,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC[C@@H]5CCOC5,Active,,,,0.58,IC50,=,580,,nM,,
1214,504841747,172472466,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NC[C@@H]5CCOC5,Active,,,,1.147,IC50,=,1147,,nM,,
1215,504841748,172472467,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCC5CN(C5)C,Active,,,,0.866,IC50,=,866,,nM,,
1216,504841748,172472467,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C=C(N4)C(=O)NCC5CN(C5)C,Active,,,,0.79,IC50,=,790,,nM,,
1217,504841749,172472468,CCNC(=O)C1=CC2=C(N1)N=CN=C2N[C@@H](CCC3=CC(=CC=C3)NS(=O)(=O)C)C(C)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1218,504841750,172472469,CC(C)[C@H](C1=CC2=C(C=C1)OCCO2)NC3=NC=NC4=C3C(=CN4)NC,Unspecified,,,,28.921,IC50,=,28921,,nM,,
